節点番号	X 座標 (mm)	Y 座標 (mm)	Z 座標 (mm)	
2968	101.25	-16.757	-64.354	
2969	109.69	-14.01	-65.007	
2971	101.25	-22.154	-62.701	
2972	109.69	-19.473	-63.585	
2974	101.25	-27.391	-60.597	
2975	109.69	-24.795	-61.705	
2977	101.25	-32.432	-58.055	
2978	109.69	-29.939	-59.38	
2980	101.25	-37.238	-55.096	
2981	109.69	-34.866	-56.627	
2983	101.25	-41.777	-51.739	
2984	109.69	-39.543	-53.466	
2986	101.25	-46.014	-48.01	
2987	109.69	-43.935	-49.92	
2989	101.25	-49.92	-43.935	
2990	109.69	-48.01	-46.014	
2992	101.25	-53.466	-39.543	
2993	109.69	-51.739	-41.777	
2995	101.25	-56.627	-34.866	
2996	109.69	-55.096	-37.238	
2998	101.25	-59.38	-29.939	
2999	109.69	-58.055	-32.432	
3001	101.25	-61.705	-24.795	
3002	109.69	-60.597	-27.391	
3004	101.25	-63.585	-19.473	
3005	109.69	-62.701	-22.154	
3007	101.25	-65.007	-14.01	
3008	109.69	-64.354	-16.757	
3010	101.25	-65.961	-8.4467	
3011	109.69	-65.543	-11.239	
3013	109.69	-66.26	-5.6396	
3014	101.25	-66.44	-2.8223	
3016	118.13	-65.961	8.4467	
3017	126.56	-66.26	5.6396	
3018	118.13	-66.44	2.8223	
3020	118.13	-65.007	14.01	
3021	126.56	-65.543	11.239	
3023	118.13	-63.585	19.473	
3024	126.56	-64.354	16.757	
3026	118.13	-61.705	24.795	
3027	126.56	-62.701	22.154	
3029	118.13	-59.38	29.939	
3030	126.56	-60.597	27.391	
3032	118.13	-56.627	34.866	
3033	126.56	-58.055	32.432	
3035	118.13	-53.466	39.543	
3036	126.56	-55.096	37.238	
3038	118.13	-49.92	43.935	
3039	126.56	-51.739	41.777	
3041	118.13	-46.014	48.01	
3042	126.56	-48.01	46.014	
3044	118.13	-41.777	51.739	
3045	126.56	-43.935	49.92	
3047	118.13	-37.238	55.096	
3048	126.56	-39.543	53.466	
3050	118.13	-32.432	58.055	
3051	126.56	-34.866	56.627	
3053	118.13	-27.391	60.597	
3054	126.56	-29.939	59.38	
3056	118.13	-22.154	62.701	
3057	126.56	-24.795	61.705	
3059	118.13	-16.757	64.354	
3060	126.56	-19.473	63.585	
3062	118.13	-11.239	65.543	
3063	126.56	-14.01	65.007	
3065	118.13	-5.6396	66.26	
3066	126.56	-8.4467	65.961	
3068	118.13	3.4369e-013	66.5	
3069	126.56	-2.8223	66.44	
3071	118.13	5.6396	66.26	
3072	126.56	2.8223	66.44	
3074	118.13	11.239	65.543	
3075	126.56	8.4467	65.961	
3077	118.13	16.757	64.354	
3078	126.56	14.01	65.007	
3080	118.13	22.154	62.701	
3081	126.56	19.473	63.585	
3083	118.13	27.391	60.597	
3084	126.56	24.795	61.705	
3086	118.13	32.432	58.055	
3087	126.56	29.939	59.38	
3089	118.13	37.238	55.096	
3090	126.56	34.866	56.627	
3092	118.13	41.777	51.739	
3093	126.56	39.543	53.466	
3095	118.13	46.014	48.01	
3096	126.56	43.935	49.92	
3098	118.13	49.92	43.935	
3099	126.56	48.01	46.014	
3101	118.13	53.466	39.543	
3102	126.56	51.739	41.777	
3104	118.13	56.627	34.866	
3105	126.56	55.096	37.238	
3107	118.13	59.38	29.939	
3108	126.56	58.055	32.432	
3110	118.13	61.705	24.795	
3111	126.56	60.597	27.391	
3113	118.13	63.585	19.473	
3114	126.56	62.701	22.154	
3116	118.13	65.007	14.01	
3117	126.56	64.354	16.757	
3119	118.13	65.961	8.4467	
3120	126.56	65.543	11.239	
3122	118.13	66.44	2.8223	
3123	126.56	66.26	5.6396	
3125	118.13	66.44	-2.8223	
3126	126.56	66.5	-1.9429e-013	
3127	118.13	65.961	-8.4467	
3128	126.56	66.26	-5.6396	
3130	118.13	65.007	-14.01	
3131	126.56	65.543	-11.239	
3133	118.13	63.585	-19.473	
3134	126.56	64.354	-16.757	
3136	118.13	61.705	-24.795	
3137	126.56	62.701	-22.154	
3139	118.13	59.38	-29.939	
3140	126.56	60.597	-27.391	
3142	118.13	56.627	-34.866	
3143	126.56	58.055	-32.432	
3145	118.13	53.466	-39.543	
3146	126.56	55.096	-37.238	
3148	118.13	49.92	-43.935	
3149	126.56	51.739	-41.777	
3151	118.13	46.014	-48.01	
3152	126.56	48.01	-46.014	
3154	118.13	41.777	-51.739	
3155	126.56	43.935	-49.92	
3157	118.13	37.238	-55.096	
3158	126.56	39.543	-53.466	
3160	118.13	32.432	-58.055	
3161	126.56	34.866	-56.627	
3163	118.13	27.391	-60.597	
3164	126.56	29.939	-59.38	
3166	118.13	22.154	-62.701	
3167	126.56	24.795	-61.705	
3169	118.13	16.757	-64.354	
3170	126.56	19.473	-63.585	
3172	118.13	11.239	-65.543	
3173	126.56	14.01	-65.007	
3175	118.13	5.6396	-66.26	
3176	126.56	8.4467	-65.961	
3178	118.13	1.8838e-014	-66.5	
3179	126.56	2.8223	-66.44	
3181	118.13	-5.6396	-66.26	
3182	126.56	-2.8223	-66.44	
3184	118.13	-11.239	-65.543	
3185	126.56	-8.4467	-65.961	
3187	118.13	-16.757	-64.354	
3188	126.56	-14.01	-65.007	
3190	118.13	-22.154	-62.701	
3191	126.56	-19.473	-63.585	
3193	118.13	-27.391	-60.597	
3194	126.56	-24.795	-61.705	
3196	118.13	-32.432	-58.055	
3197	126.56	-29.939	-59.38	
3199	118.13	-37.238	-55.096	
3200	126.56	-34.866	-56.627	
3202	118.13	-41.777	-51.739	
3203	126.56	-39.543	-53.466	
3205	118.13	-46.014	-48.01	
3206	126.56	-43.935	-49.92	
3208	118.13	-49.92	-43.935	
3209	126.56	-48.01	-46.014	
3211	118.13	-53.466	-39.543	
3212	126.56	-51.739	-41.777	
3214	118.13	-56.627	-34.866	
3215	126.56	-55.096	-37.238	
3217	118.13	-59.38	-29.939	
3218	126.56	-58.055	-32.432	
3220	118.13	-61.705	-24.795	
3221	126.56	-60.597	-27.391	
3223	118.13	-63.585	-19.473	
3224	126.56	-62.701	-22.154	
3226	118.13	-65.007	-14.01	
3227	126.56	-64.354	-16.757	
3229	118.13	-65.961	-8.4467	
3230	126.56	-65.543	-11.239	
3232	118.13	-66.44	-2.8223	
3233	126.56	-66.26	-5.6396	
3235	135.	-66.44	2.8223	
3236	135.	-65.961	8.4467	
3238	25.313	-66.5	-8.1439e-015	
3240	42.188	-66.5	-8.1439e-015	
3242	59.063	-66.5	-8.1439e-015	
3244	75.938	-66.5	-8.1439e-015	
3246	92.813	-66.5	-8.1439e-015	
3248	109.69	-66.5	-8.1439e-015	
3250	126.56	-66.5	-8.1439e-015	
3252	135.	-66.44	-2.8223	
3254	135.	-65.961	-8.4467	
3256	135.	-65.007	-14.01	
3258	135.	-63.585	-19.473	
3260	135.	-61.705	-24.795	
3262	135.	-59.38	-29.939	
3264	135.	-56.627	-34.866	
3266	135.	-53.466	-39.543	
3268	135.	-49.92	-43.935	
3270	135.	-46.014	-48.01	
3272	135.	-41.777	-51.739	
3274	135.	-37.238	-55.096	
3276	135.	-32.432	-58.055	
3278	135.	-27.391	-60.597	
3280	135.	-22.154	-62.701	
3282	135.	-16.757	-64.354	
3284	135.	-11.239	-65.543	
3286	135.	-5.6396	-66.26	
3288	135.	4.072e-015	-66.5	
3290	135.	5.6396	-66.26	
3292	135.	11.239	-65.543	
3294	135.	16.757	-64.354	
3296	135.	22.154	-62.701	
3298	135.	27.391	-60.597	
3300	135.	32.432	-58.055	
3302	135.	37.238	-55.096	
3304	135.	41.777	-51.739	
3306	135.	46.014	-48.01	
3308	135.	49.92	-43.935	
3310	135.	53.466	-39.543	
3312	135.	56.627	-34.866	
3314	135.	59.38	-29.939	
3316	135.	61.705	-24.795	
3318	135.	63.585	-19.473	
3320	135.	65.007	-14.01	
3322	135.	65.961	-8.4467	
3324	135.	66.44	-2.8223	
3326	135.	66.44	2.8223	
3327	135.	65.961	8.4467	
3329	135.	65.007	14.01	
3331	135.	63.585	19.473	
3333	135.	61.705	24.795	
3335	135.	59.38	29.939	
3337	135.	56.627	34.866	
3339	135.	53.466	39.543	
3341	135.	49.92	43.935	
3343	135.	46.014	48.01	
3345	135.	41.777	51.739	
3347	135.	37.238	55.096	
3349	135.	32.432	58.055	
3351	135.	27.391	60.597	
3353	135.	22.154	62.701	
3355	135.	16.757	64.354	
3357	135.	11.239	65.543	
3359	135.	5.6396	66.26	
3361	135.	3.7322e-013	66.5	
3363	135.	-5.6396	66.26	
3365	135.	-11.239	65.543	
3367	135.	-16.757	64.354	
3369	135.	-22.154	62.701	
3371	135.	-27.391	60.597	
3373	135.	-32.432	58.055	
3375	135.	-37.238	55.096	
3377	135.	-41.777	51.739	
3379	135.	-46.014	48.01	
3381	135.	-49.92	43.935	
3383	135.	-53.466	39.543	
3385	135.	-56.627	34.866	
3387	135.	-59.38	29.939	
3389	135.	-61.705	24.795	
3391	135.	-63.585	19.473	
3393	135.	-65.007	14.01	
